,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,feature,cluster,group.1,significant
MAP3K2_CD8 T-Cell,0.23008836937776,0.338319615574576,0.276,0.276,1,MAP3K2,CD8 T-Cell,Cl_1_3,FALSE
C17orf49_CD8 T-Cell,0.231299381792564,0.0638378658611476,0.397,0.454,1,C17orf49,CD8 T-Cell,Cl_1_3,FALSE
SF1_CD8 T-Cell,0.232854367675904,-0.077982525459755,0.705,0.79,1,SF1,CD8 T-Cell,Cl_1_3,FALSE
CX3CR1_CD8 T-Cell,0.233104548711147,0.0387286964284583,0.242,0.275,1,CX3CR1,CD8 T-Cell,Cl_1_3,FALSE
FBXL17_CD8 T-Cell,0.233897542896762,0.425130421261038,0.296,0.306,1,FBXL17,CD8 T-Cell,Cl_1_3,FALSE
PCMTD1_CD8 T-Cell,0.23404627482525,0.23569108072814,0.252,0.246,1,PCMTD1,CD8 T-Cell,Cl_1_3,FALSE
ARHGAP9_CD8 T-Cell,0.234204991156952,0.0677750675218187,0.38,0.439,1,ARHGAP9,CD8 T-Cell,Cl_1_3,FALSE
ARL8A_CD8 T-Cell,0.234416296545239,0.0344443836045401,0.268,0.308,1,ARL8A,CD8 T-Cell,Cl_1_3,FALSE
KRT10_CD8 T-Cell,0.235412668999051,-0.0124792076900053,0.666,0.739,1,KRT10,CD8 T-Cell,Cl_1_3,FALSE
NORAD_CD8 T-Cell,0.235597082220021,0.134876885735438,0.271,0.319,1,NORAD,CD8 T-Cell,Cl_1_3,FALSE
DGKA_CD8 T-Cell,0.236523284879302,0.0148580670985883,0.285,0.327,1,DGKA,CD8 T-Cell,Cl_1_3,FALSE
CSDE1_CD8 T-Cell,0.236698979209517,-0.0108398862697439,0.613,0.704,1,CSDE1,CD8 T-Cell,Cl_1_3,FALSE
ATP5F1A_CD8 T-Cell,0.237151603753082,-0.036353476496759,0.598,0.656,1,ATP5F1A,CD8 T-Cell,Cl_1_3,FALSE
TCF25_CD8 T-Cell,0.23744484106564,-0.00102535444903984,0.527,0.6,1,TCF25,CD8 T-Cell,Cl_1_3,FALSE
FAF1_CD8 T-Cell,0.237880471943278,0.0775598927403556,0.311,0.361,1,FAF1,CD8 T-Cell,Cl_1_3,FALSE
ATP5PF_CD8 T-Cell,0.238226583772929,-0.00270908202182274,0.608,0.678,1,ATP5PF,CD8 T-Cell,Cl_1_3,FALSE
ZNF428_CD8 T-Cell,0.239127238117477,0.0295857636045761,0.41,0.472,1,ZNF428,CD8 T-Cell,Cl_1_3,FALSE
IKZF3_CD8 T-Cell,0.239436295551548,0.0134962776417754,0.516,0.586,1,IKZF3,CD8 T-Cell,Cl_1_3,FALSE
KLF13_CD8 T-Cell,0.240005447780863,0.0175359604439918,0.427,0.482,1,KLF13,CD8 T-Cell,Cl_1_3,FALSE
ANXA11_CD8 T-Cell,0.240092093759559,-0.0380652864729112,0.757,0.815,1,ANXA11,CD8 T-Cell,Cl_1_3,FALSE
RBMX_CD8 T-Cell,0.240474421004758,0.0813829895702254,0.454,0.537,1,RBMX,CD8 T-Cell,Cl_1_3,FALSE
TMF1_CD8 T-Cell,0.241707840340318,0.0302358260430835,0.246,0.281,1,TMF1,CD8 T-Cell,Cl_1_3,FALSE
GPAA1_CD8 T-Cell,0.243892141119475,0.115998535189423,0.233,0.272,1,GPAA1,CD8 T-Cell,Cl_1_3,FALSE
GLUD1_CD8 T-Cell,0.244022237733397,0.392307374436424,0.279,0.289,1,GLUD1,CD8 T-Cell,Cl_1_3,FALSE
METTL23_CD8 T-Cell,0.244630352481581,0.0788043071444422,0.257,0.298,1,METTL23,CD8 T-Cell,Cl_1_3,FALSE
HNRNPH2_CD8 T-Cell,0.244715439259186,0.08409388023137,0.241,0.279,1,HNRNPH2,CD8 T-Cell,Cl_1_3,FALSE
KDELR1_CD8 T-Cell,0.245445792665713,0.03417576771585,0.352,0.411,1,KDELR1,CD8 T-Cell,Cl_1_3,FALSE
MVP_CD8 T-Cell,0.245870902033976,-0.0101021766859724,0.412,0.469,1,MVP,CD8 T-Cell,Cl_1_3,FALSE
PPM1B_CD8 T-Cell,0.247120703300077,0.102514017044083,0.316,0.369,1,PPM1B,CD8 T-Cell,Cl_1_3,FALSE
DR1_CD8 T-Cell,0.247442364898541,0.0485799803532915,0.307,0.352,1,DR1,CD8 T-Cell,Cl_1_3,FALSE
PPIA_CD8 T-Cell,0.24938430970786,0.0223937601585571,0.956,0.969,1,PPIA,CD8 T-Cell,Cl_1_3,FALSE
EIF4G3_CD8 T-Cell,0.249727375761358,0.094368430598245,0.312,0.358,1,EIF4G3,CD8 T-Cell,Cl_1_3,FALSE
PPP2R5A_CD8 T-Cell,0.250478021571851,0.0715891828222627,0.294,0.342,1,PPP2R5A,CD8 T-Cell,Cl_1_3,FALSE
CFDP1_CD8 T-Cell,0.250684634590278,0.14364159371415,0.267,0.312,1,CFDP1,CD8 T-Cell,Cl_1_3,FALSE
PRKACB_CD8 T-Cell,0.251753887757834,0.0944770935710456,0.262,0.306,1,PRKACB,CD8 T-Cell,Cl_1_3,FALSE
SAFB2_CD8 T-Cell,0.251904887098728,0.0183615551982708,0.279,0.321,1,SAFB2,CD8 T-Cell,Cl_1_3,FALSE
UBAC2_CD8 T-Cell,0.252262667476646,0.113409572286296,0.281,0.33,1,UBAC2,CD8 T-Cell,Cl_1_3,FALSE
WWP2_CD8 T-Cell,0.252768714892728,0.0652532800928797,0.216,0.25,1,WWP2,CD8 T-Cell,Cl_1_3,FALSE
EIF4G1_CD8 T-Cell,0.252986756982942,0.140141829306402,0.245,0.286,1,EIF4G1,CD8 T-Cell,Cl_1_3,FALSE
PSMC4_CD8 T-Cell,0.253960169527892,0.311447586642588,0.305,0.317,1,PSMC4,CD8 T-Cell,Cl_1_3,FALSE
UBE2M_CD8 T-Cell,0.254773891893628,0.0188664117564065,0.339,0.396,1,UBE2M,CD8 T-Cell,Cl_1_3,FALSE
YTHDC1_CD8 T-Cell,0.255530843272557,0.228859321025495,0.366,0.378,1,YTHDC1,CD8 T-Cell,Cl_1_3,FALSE
HNRNPAB_CD8 T-Cell,0.255679177138171,0.023724187121543,0.236,0.271,1,HNRNPAB,CD8 T-Cell,Cl_1_3,FALSE
ACTR2_CD8 T-Cell,0.258157050385105,-0.0187768500789283,0.704,0.766,1,ACTR2,CD8 T-Cell,Cl_1_3,FALSE
DCTN3_CD8 T-Cell,0.259466991800345,0.166644849136862,0.469,0.491,1,DCTN3,CD8 T-Cell,Cl_1_3,FALSE
PHF1_CD8 T-Cell,0.260686918210598,0.00995643960973813,0.24,0.272,1,PHF1,CD8 T-Cell,Cl_1_3,FALSE
SERINC1_CD8 T-Cell,0.260834724267751,0.0370057114379874,0.384,0.443,1,SERINC1,CD8 T-Cell,Cl_1_3,FALSE
CNPPD1_CD8 T-Cell,0.260867703249258,0.06885056631918,0.304,0.354,1,CNPPD1,CD8 T-Cell,Cl_1_3,FALSE
THAP11_CD8 T-Cell,0.261749190315669,0.0380489708350947,0.27,0.307,1,THAP11,CD8 T-Cell,Cl_1_3,FALSE
TRAM1_CD8 T-Cell,0.262338822438911,0.0279791655992815,0.516,0.593,1,TRAM1,CD8 T-Cell,Cl_1_3,FALSE
AAK1_CD8 T-Cell,0.263697673795922,0.00952873953572347,0.446,0.522,1,AAK1,CD8 T-Cell,Cl_1_3,FALSE
METTL9_CD8 T-Cell,0.264109413884769,0.0327616462128424,0.292,0.333,1,METTL9,CD8 T-Cell,Cl_1_3,FALSE
FNTA_CD8 T-Cell,0.264296401860009,0.0996450196861802,0.35,0.408,1,FNTA,CD8 T-Cell,Cl_1_3,FALSE
RPLP2_CD8 T-Cell,0.26449367869246,-0.0385546361562277,0.991,0.999,1,RPLP2,CD8 T-Cell,Cl_1_3,FALSE
GMIP_CD8 T-Cell,0.265055183891227,0.0839724381362696,0.316,0.371,1,GMIP,CD8 T-Cell,Cl_1_3,FALSE
TMBIM4_CD8 T-Cell,0.265119439938653,0.187756270676403,0.494,0.542,1,TMBIM4,CD8 T-Cell,Cl_1_3,FALSE
SAFB_CD8 T-Cell,0.265365685892003,0.0450752501288813,0.284,0.327,1,SAFB,CD8 T-Cell,Cl_1_3,FALSE
SHOC2_CD8 T-Cell,0.266050836992944,0.35016414132003,0.255,0.256,1,SHOC2,CD8 T-Cell,Cl_1_3,FALSE
ALDH9A1_CD8 T-Cell,0.266388798477979,0.113339245249421,0.223,0.256,1,ALDH9A1,CD8 T-Cell,Cl_1_3,FALSE
PPP2R2B_CD8 T-Cell,0.267815617502971,0.250498424103531,0.32,0.321,1,PPP2R2B,CD8 T-Cell,Cl_1_3,FALSE
RAB2A_CD8 T-Cell,0.270217694865592,0.101160982827884,0.425,0.515,1,RAB2A,CD8 T-Cell,Cl_1_3,FALSE
TMEM59_CD8 T-Cell,0.272432445806657,0.114818367756744,0.651,0.687,1,TMEM59,CD8 T-Cell,Cl_1_3,FALSE
RNASEH2C_CD8 T-Cell,0.273524507070058,0.13401212820195,0.228,0.263,1,RNASEH2C,CD8 T-Cell,Cl_1_3,FALSE
GIT2_CD8 T-Cell,0.27362396947318,0.284113888690389,0.328,0.339,1,GIT2,CD8 T-Cell,Cl_1_3,FALSE
NCKAP1L_CD8 T-Cell,0.273718590932228,0.0528030170736869,0.323,0.372,1,NCKAP1L,CD8 T-Cell,Cl_1_3,FALSE
DCTN1_CD8 T-Cell,0.274335631395747,0.113226567468037,0.244,0.286,1,DCTN1,CD8 T-Cell,Cl_1_3,FALSE
BAZ1B_CD8 T-Cell,0.275884758886722,0.40980978190679,0.254,0.258,1,BAZ1B,CD8 T-Cell,Cl_1_3,FALSE
PLEK_CD8 T-Cell,0.276902664517597,0.118133465901378,0.577,0.589,1,PLEK,CD8 T-Cell,Cl_1_3,FALSE
FOXO1_CD8 T-Cell,0.277771317696376,0.0964158329484658,0.253,0.291,1,FOXO1,CD8 T-Cell,Cl_1_3,FALSE
SMIM10L1_CD8 T-Cell,0.2780320829925,0.133286842955088,0.248,0.289,1,SMIM10L1,CD8 T-Cell,Cl_1_3,FALSE
RECQL_CD8 T-Cell,0.278683073917593,0.327551224569426,0.28,0.288,1,RECQL,CD8 T-Cell,Cl_1_3,FALSE
CITED2_CD8 T-Cell,0.278955230781346,0.0772920939248048,0.4,0.47,1,CITED2,CD8 T-Cell,Cl_1_3,FALSE
COP1_CD8 T-Cell,0.279956225126993,0.266453294630701,0.324,0.33,1,COP1,CD8 T-Cell,Cl_1_3,FALSE
CDK12_CD8 T-Cell,0.280812612497377,0.117349081914549,0.239,0.276,1,CDK12,CD8 T-Cell,Cl_1_3,FALSE
EIF5A_CD8 T-Cell,0.283223899886446,0.100644949347506,0.692,0.746,1,EIF5A,CD8 T-Cell,Cl_1_3,FALSE
NDUFC1_CD8 T-Cell,0.284045416153537,-0.00452056386705196,0.446,0.502,1,NDUFC1,CD8 T-Cell,Cl_1_3,FALSE
RTF1_CD8 T-Cell,0.284099799552327,0.287423209722428,0.394,0.428,1,RTF1,CD8 T-Cell,Cl_1_3,FALSE
UBAP1_CD8 T-Cell,0.284179143607208,0.1525507151641,0.231,0.266,1,UBAP1,CD8 T-Cell,Cl_1_3,FALSE
DIAPH1_CD8 T-Cell,0.285718723911374,0.251070236075696,0.474,0.511,1,DIAPH1,CD8 T-Cell,Cl_1_3,FALSE
BANF1_CD8 T-Cell,0.285910948847767,0.0322834567037552,0.373,0.428,1,BANF1,CD8 T-Cell,Cl_1_3,FALSE
HNRNPL_CD8 T-Cell,0.286018642980338,0.0045561946845325,0.626,0.729,1,HNRNPL,CD8 T-Cell,Cl_1_3,FALSE
DYM_CD8 T-Cell,0.287032696913142,0.11700020671267,0.258,0.299,1,DYM,CD8 T-Cell,Cl_1_3,FALSE
PRR5L_CD8 T-Cell,0.287931415007369,0.46487311223623,0.246,0.254,1,PRR5L,CD8 T-Cell,Cl_1_3,FALSE
PAN3_CD8 T-Cell,0.289562357525074,0.258492635823305,0.362,0.377,1,PAN3,CD8 T-Cell,Cl_1_3,FALSE
SRRM2_CD8 T-Cell,0.290283292942887,-0.0308126859547986,0.718,0.797,1,SRRM2,CD8 T-Cell,Cl_1_3,FALSE
RCN2_CD8 T-Cell,0.290936012426361,0.13502420017787,0.262,0.306,1,RCN2,CD8 T-Cell,Cl_1_3,FALSE
SENP6_CD8 T-Cell,0.291886788636731,0.330982058346226,0.319,0.333,1,SENP6,CD8 T-Cell,Cl_1_3,FALSE
C5orf56_CD8 T-Cell,0.29212068165923,0.0294600528955808,0.495,0.562,1,C5orf56,CD8 T-Cell,Cl_1_3,FALSE
ACAA1_CD8 T-Cell,0.292871376792508,0.311804595045235,0.308,0.321,1,ACAA1,CD8 T-Cell,Cl_1_3,FALSE
SELENOF_CD8 T-Cell,0.293794324147004,-0.00272909573962021,0.467,0.536,1,SELENOF,CD8 T-Cell,Cl_1_3,FALSE
SPTBN1_CD8 T-Cell,0.294442421798414,0.0376173057500066,0.321,0.365,1,SPTBN1,CD8 T-Cell,Cl_1_3,FALSE
CD247_CD8 T-Cell,0.294857497065678,0.102888539183785,0.702,0.757,1,CD247,CD8 T-Cell,Cl_1_3,FALSE
PCBP1_CD8 T-Cell,0.295319473961355,-0.0421011452286009,0.829,0.873,1,PCBP1,CD8 T-Cell,Cl_1_3,FALSE
ATP6V0D1_CD8 T-Cell,0.297259444163611,0.292080895873986,0.294,0.303,1,ATP6V0D1,CD8 T-Cell,Cl_1_3,FALSE
SP110_CD8 T-Cell,0.298208605748087,-0.0103106584635041,0.468,0.536,1,SP110,CD8 T-Cell,Cl_1_3,FALSE
PPCS_CD8 T-Cell,0.298970491710684,0.270265271658384,0.282,0.281,1,PPCS,CD8 T-Cell,Cl_1_3,FALSE
H2AFZ_CD8 T-Cell,0.299859072774252,0.0531641550513764,0.578,0.619,1,H2AFZ,CD8 T-Cell,Cl_1_3,FALSE
RAB18_CD8 T-Cell,0.302019854949272,0.37380588616408,0.29,0.303,1,RAB18,CD8 T-Cell,Cl_1_3,FALSE
RAB24_CD8 T-Cell,0.303247205603935,0.351392292430828,0.252,0.256,1,RAB24,CD8 T-Cell,Cl_1_3,FALSE
PPP3CB_CD8 T-Cell,0.303741975531496,0.307742128869004,0.302,0.312,1,PPP3CB,CD8 T-Cell,Cl_1_3,FALSE
PDIA6_CD8 T-Cell,0.304346205817835,0.11642067369903,0.516,0.536,1,PDIA6,CD8 T-Cell,Cl_1_3,FALSE
ACTR1A_CD8 T-Cell,0.305890318200702,0.187162769930887,0.234,0.274,1,ACTR1A,CD8 T-Cell,Cl_1_3,FALSE
MPHOSPH8_CD8 T-Cell,0.307233123317881,0.0959492567821016,0.425,0.507,1,MPHOSPH8,CD8 T-Cell,Cl_1_3,FALSE
SFPQ_CD8 T-Cell,0.307356316812199,0.121828237766447,0.619,0.667,1,SFPQ,CD8 T-Cell,Cl_1_3,FALSE
EIF1B_CD8 T-Cell,0.307949844394056,0.0721575807131339,0.38,0.447,1,EIF1B,CD8 T-Cell,Cl_1_3,FALSE
RAF1_CD8 T-Cell,0.308336386830596,0.206742760657858,0.215,0.25,1,RAF1,CD8 T-Cell,Cl_1_3,FALSE
CREB1_CD8 T-Cell,0.309869248185135,0.0819970315419353,0.392,0.453,1,CREB1,CD8 T-Cell,Cl_1_3,FALSE
EIF4E3_CD8 T-Cell,0.310394008882374,0.301071942130105,0.307,0.317,1,EIF4E3,CD8 T-Cell,Cl_1_3,FALSE
EVI2B_CD8 T-Cell,0.310542677538939,0.0283138039757433,0.489,0.554,1,EVI2B,CD8 T-Cell,Cl_1_3,FALSE
SMARCC1_CD8 T-Cell,0.311614824492878,0.101975308562871,0.364,0.423,1,SMARCC1,CD8 T-Cell,Cl_1_3,FALSE
LYPLA1_CD8 T-Cell,0.312867613766563,0.0967041871143963,0.292,0.34,1,LYPLA1,CD8 T-Cell,Cl_1_3,FALSE
PHYKPL_CD8 T-Cell,0.313704525166974,0.0805997995897738,0.363,0.42,1,PHYKPL,CD8 T-Cell,Cl_1_3,FALSE
PSMA7_CD8 T-Cell,0.313944621052416,0.0828787086711602,0.692,0.729,1,PSMA7,CD8 T-Cell,Cl_1_3,FALSE
KCNAB2_CD8 T-Cell,0.314361044453018,0.186715056596376,0.463,0.499,1,KCNAB2,CD8 T-Cell,Cl_1_3,FALSE
E2F4_CD8 T-Cell,0.314496627935732,0.0950561961339766,0.297,0.342,1,E2F4,CD8 T-Cell,Cl_1_3,FALSE
GDI2_CD8 T-Cell,0.316332997819647,-0.00594226812151866,0.455,0.504,1,GDI2,CD8 T-Cell,Cl_1_3,FALSE
RAB11B_CD8 T-Cell,0.316452397291731,0.197355106335367,0.452,0.491,1,RAB11B,CD8 T-Cell,Cl_1_3,FALSE
FDPS_CD8 T-Cell,0.316947060020791,0.0466885429404676,0.281,0.324,1,FDPS,CD8 T-Cell,Cl_1_3,FALSE
SLCO3A1_CD8 T-Cell,0.318163670479064,0.411008208785408,0.252,0.259,1,SLCO3A1,CD8 T-Cell,Cl_1_3,FALSE
SAMD9_CD8 T-Cell,0.321076590708638,0.128714631203526,0.306,0.355,1,SAMD9,CD8 T-Cell,Cl_1_3,FALSE
GPBP1_CD8 T-Cell,0.321590974631801,0.202091266778209,0.443,0.471,1,GPBP1,CD8 T-Cell,Cl_1_3,FALSE
EIF4EBP2_CD8 T-Cell,0.322310436112095,0.0578651761978043,0.321,0.364,1,EIF4EBP2,CD8 T-Cell,Cl_1_3,FALSE
INPP4B_CD8 T-Cell,0.322480557192102,0.242906457338653,0.433,0.465,1,INPP4B,CD8 T-Cell,Cl_1_3,FALSE
SCLT1_CD8 T-Cell,0.325050852948463,0.32491503186042,0.321,0.334,1,SCLT1,CD8 T-Cell,Cl_1_3,FALSE
GTF2I_CD8 T-Cell,0.325649102241811,0.235637102534707,0.358,0.369,1,GTF2I,CD8 T-Cell,Cl_1_3,FALSE
RELA_CD8 T-Cell,0.326129890564901,0.11350034477498,0.263,0.305,1,RELA,CD8 T-Cell,Cl_1_3,FALSE
NPC1_CD8 T-Cell,0.326315746038966,0.307576767925514,0.252,0.253,1,NPC1,CD8 T-Cell,Cl_1_3,FALSE
GSK3B_CD8 T-Cell,0.329260046441084,0.115269850327526,0.356,0.418,1,GSK3B,CD8 T-Cell,Cl_1_3,FALSE
PPP2CA_CD8 T-Cell,0.331834955411568,0.00279974290317941,0.446,0.501,1,PPP2CA,CD8 T-Cell,Cl_1_3,FALSE
BCAP31_CD8 T-Cell,0.331946337845757,-0.00950739895337815,0.533,0.598,1,BCAP31,CD8 T-Cell,Cl_1_3,FALSE
USP4_CD8 T-Cell,0.334598628776203,0.109645888979125,0.231,0.262,1,USP4,CD8 T-Cell,Cl_1_3,FALSE
LSM6_CD8 T-Cell,0.334871522336699,0.115478196723415,0.288,0.336,1,LSM6,CD8 T-Cell,Cl_1_3,FALSE
NSMCE3_CD8 T-Cell,0.3374100730231,0.423959500012841,0.282,0.295,1,NSMCE3,CD8 T-Cell,Cl_1_3,FALSE
FUBP1_CD8 T-Cell,0.338428401465541,0.269786334144443,0.384,0.406,1,FUBP1,CD8 T-Cell,Cl_1_3,FALSE
USP7_CD8 T-Cell,0.339471328537679,0.113045758395772,0.289,0.329,1,USP7,CD8 T-Cell,Cl_1_3,FALSE
TWF2_CD8 T-Cell,0.339708414963989,-0.00718065035819893,0.49,0.549,1,TWF2,CD8 T-Cell,Cl_1_3,FALSE
LMBRD1_CD8 T-Cell,0.342961297712711,0.115783780155895,0.318,0.364,1,LMBRD1,CD8 T-Cell,Cl_1_3,FALSE
PARP14_CD8 T-Cell,0.343299197947188,0.335150957055051,0.288,0.3,1,PARP14,CD8 T-Cell,Cl_1_3,FALSE
MAP3K8_CD8 T-Cell,0.343459198675133,0.133339373461979,0.25,0.284,1,MAP3K8,CD8 T-Cell,Cl_1_3,FALSE
HIVEP1_CD8 T-Cell,0.345126977793137,0.166207649074204,0.279,0.324,1,HIVEP1,CD8 T-Cell,Cl_1_3,FALSE
POLR2J_CD8 T-Cell,0.34643619810164,0.0827299316225678,0.424,0.494,1,POLR2J,CD8 T-Cell,Cl_1_3,FALSE
RAC1_CD8 T-Cell,0.346535719552016,-0.00194979079398006,0.605,0.678,1,RAC1,CD8 T-Cell,Cl_1_3,FALSE
TINF2_CD8 T-Cell,0.348197518537044,0.145586022618173,0.24,0.275,1,TINF2,CD8 T-Cell,Cl_1_3,FALSE
TIAL1_CD8 T-Cell,0.349159418665589,0.115273192919912,0.335,0.387,1,TIAL1,CD8 T-Cell,Cl_1_3,FALSE
S100A6_CD8 T-Cell,0.349340301160915,0.0929338504471926,0.978,0.985,1,S100A6,CD8 T-Cell,Cl_1_3,FALSE
KHDRBS1_CD8 T-Cell,0.350560331870789,-0.00497250935214621,0.601,0.683,1,KHDRBS1,CD8 T-Cell,Cl_1_3,FALSE
KDM6A_CD8 T-Cell,0.351750241449557,0.118468394337843,0.251,0.287,1,KDM6A,CD8 T-Cell,Cl_1_3,FALSE
UBXN4_CD8 T-Cell,0.352338433520222,0.158294116713995,0.5,0.544,1,UBXN4,CD8 T-Cell,Cl_1_3,FALSE
CDC73_CD8 T-Cell,0.353372236193819,0.265625939068323,0.313,0.329,1,CDC73,CD8 T-Cell,Cl_1_3,FALSE
NKTR_CD8 T-Cell,0.35367990359489,0.238887855748494,0.387,0.41,1,NKTR,CD8 T-Cell,Cl_1_3,FALSE
ELOVL1_CD8 T-Cell,0.353699342799016,0.183014818208527,0.232,0.268,1,ELOVL1,CD8 T-Cell,Cl_1_3,FALSE
PSMD14_CD8 T-Cell,0.354255442285069,0.381129293184732,0.247,0.253,1,PSMD14,CD8 T-Cell,Cl_1_3,FALSE
CDKAL1_CD8 T-Cell,0.354761306372227,0.10768154476133,0.27,0.307,1,CDKAL1,CD8 T-Cell,Cl_1_3,FALSE
TMED4_CD8 T-Cell,0.354823928202713,0.055871839265889,0.358,0.413,1,TMED4,CD8 T-Cell,Cl_1_3,FALSE
EXOSC9_CD8 T-Cell,0.354893346188951,0.111227242081768,0.29,0.337,1,EXOSC9,CD8 T-Cell,Cl_1_3,FALSE
PRRC2A_CD8 T-Cell,0.356496944213353,0.0842492519308536,0.314,0.362,1,PRRC2A,CD8 T-Cell,Cl_1_3,FALSE
WASHC2C_CD8 T-Cell,0.356833897773088,0.0517183368030356,0.275,0.312,1,WASHC2C,CD8 T-Cell,Cl_1_3,FALSE
ZNF652_CD8 T-Cell,0.358281518489618,0.272488505742094,0.253,0.253,1,ZNF652,CD8 T-Cell,Cl_1_3,FALSE
GNG2_CD8 T-Cell,0.358530839095782,0.114850675610603,0.534,0.575,1,GNG2,CD8 T-Cell,Cl_1_3,FALSE
MBNL1_CD8 T-Cell,0.358630096134447,-0.0210669295562989,0.819,0.874,1,MBNL1,CD8 T-Cell,Cl_1_3,FALSE
CARHSP1_CD8 T-Cell,0.358634623251252,-0.00383165608747276,0.359,0.399,1,CARHSP1,CD8 T-Cell,Cl_1_3,FALSE
ARF3_CD8 T-Cell,0.360792791323441,0.109758879381887,0.262,0.298,1,ARF3,CD8 T-Cell,Cl_1_3,FALSE
PDCD10_CD8 T-Cell,0.361863398494014,0.111066032575609,0.302,0.349,1,PDCD10,CD8 T-Cell,Cl_1_3,FALSE
SOD1_CD8 T-Cell,0.362264285561554,-0.0236340108636819,0.664,0.735,1,SOD1,CD8 T-Cell,Cl_1_3,FALSE
NOP53_CD8 T-Cell,0.364590330783698,-0.0389042386093876,0.757,0.834,1,NOP53,CD8 T-Cell,Cl_1_3,FALSE
USP11_CD8 T-Cell,0.365577337887802,0.388697620530629,0.253,0.262,1,USP11,CD8 T-Cell,Cl_1_3,FALSE
NGLY1_CD8 T-Cell,0.36761116585933,0.112298917783141,0.242,0.272,1,NGLY1,CD8 T-Cell,Cl_1_3,FALSE
HTATIP2_CD8 T-Cell,0.368019515809928,0.412654010825715,0.242,0.25,1,HTATIP2,CD8 T-Cell,Cl_1_3,FALSE
FBXW5_CD8 T-Cell,0.368483655350499,0.147060275809159,0.428,0.454,1,FBXW5,CD8 T-Cell,Cl_1_3,FALSE
FLII_CD8 T-Cell,0.368775430695754,0.26052617812126,0.294,0.3,1,FLII,CD8 T-Cell,Cl_1_3,FALSE
USP33_CD8 T-Cell,0.369255493740256,0.0885649869842589,0.277,0.313,1,USP33,CD8 T-Cell,Cl_1_3,FALSE
PSD4_CD8 T-Cell,0.369945315320218,0.281944475291753,0.261,0.263,1,PSD4,CD8 T-Cell,Cl_1_3,FALSE
PTPN7_CD8 T-Cell,0.371290500929654,0.343923681038843,0.316,0.332,1,PTPN7,CD8 T-Cell,Cl_1_3,FALSE
CDC42SE1_CD8 T-Cell,0.37134800982556,-0.0304743496405819,0.599,0.663,1,CDC42SE1,CD8 T-Cell,Cl_1_3,FALSE
RBBP7_CD8 T-Cell,0.373038835821421,0.235314078195256,0.383,0.413,1,RBBP7,CD8 T-Cell,Cl_1_3,FALSE
PPP4R3A_CD8 T-Cell,0.374530797871609,0.246061235723663,0.357,0.378,1,PPP4R3A,CD8 T-Cell,Cl_1_3,FALSE
GRK2_CD8 T-Cell,0.375447022441742,0.0060436013816374,0.518,0.612,1,GRK2,CD8 T-Cell,Cl_1_3,FALSE
ATP6V0C_CD8 T-Cell,0.377641710233818,0.0803816484153979,0.661,0.704,1,ATP6V0C,CD8 T-Cell,Cl_1_3,FALSE
URI1_CD8 T-Cell,0.378629790837387,0.0405991124777439,0.441,0.504,1,URI1,CD8 T-Cell,Cl_1_3,FALSE
TAF15_CD8 T-Cell,0.379437787683411,0.0598696102602332,0.502,0.576,1,TAF15,CD8 T-Cell,Cl_1_3,FALSE
METTL5_CD8 T-Cell,0.379644603351836,0.0763855762700362,0.232,0.262,1,METTL5,CD8 T-Cell,Cl_1_3,FALSE
F2R_CD8 T-Cell,0.381690521325438,0.224809535309127,0.359,0.375,1,F2R,CD8 T-Cell,Cl_1_3,FALSE
GFPT1_CD8 T-Cell,0.381998923152189,0.32716752700203,0.248,0.251,1,GFPT1,CD8 T-Cell,Cl_1_3,FALSE
FAM200B_CD8 T-Cell,0.38352249344238,0.131045514814102,0.224,0.253,1,FAM200B,CD8 T-Cell,Cl_1_3,FALSE
NAA60_CD8 T-Cell,0.384107120982332,0.129469192829241,0.233,0.265,1,NAA60,CD8 T-Cell,Cl_1_3,FALSE
CNOT7_CD8 T-Cell,0.384216857016594,0.124440642352784,0.286,0.328,1,CNOT7,CD8 T-Cell,Cl_1_3,FALSE
VTI1A_CD8 T-Cell,0.385190500138669,0.300113191437577,0.296,0.303,1,VTI1A,CD8 T-Cell,Cl_1_3,FALSE
CNOT4_CD8 T-Cell,0.385315898735034,0.362322805892277,0.252,0.256,1,CNOT4,CD8 T-Cell,Cl_1_3,FALSE
KANSL1-AS1_CD8 T-Cell,0.385437601879674,0.136273582615535,0.305,0.353,1,KANSL1-AS1,CD8 T-Cell,Cl_1_3,FALSE
ECI2_CD8 T-Cell,0.385741682008494,0.182579372652734,0.261,0.305,1,ECI2,CD8 T-Cell,Cl_1_3,FALSE
BTBD9_CD8 T-Cell,0.385964287305534,0.117534554389985,0.226,0.251,1,BTBD9,CD8 T-Cell,Cl_1_3,FALSE
GLG1_CD8 T-Cell,0.385992430557865,0.0295113691695363,0.47,0.531,1,GLG1,CD8 T-Cell,Cl_1_3,FALSE
CAMTA1_CD8 T-Cell,0.386157000607663,0.186234173692238,0.243,0.28,1,CAMTA1,CD8 T-Cell,Cl_1_3,FALSE
SYNCRIP_CD8 T-Cell,0.38795279321713,0.199234509768187,0.317,0.324,1,SYNCRIP,CD8 T-Cell,Cl_1_3,FALSE
KLHDC2_CD8 T-Cell,0.387968641389491,0.0555516763474968,0.229,0.255,1,KLHDC2,CD8 T-Cell,Cl_1_3,FALSE
